selection_date,row_index,validation_start,validation_end,has_validation,changed_count,param_up_trigger,param_strong_up_trigger,param_max_up_bonus,param_full_stock_up_trigger,param_full_stock_high_vol_max,param_no_trade_band,metric_score,metric_kept_previous,metric_reason,metric_sharpe,metric_calmar,metric_mdd,metric_annual_turnover,metric_custom_up_ratio,metric_changed_params,metric_mdd_penalty,metric_turnover_penalty,metric_custom_up_penalty,metric_change_penalty,metric_kept_previous_by_margin,metric_effective_score
2013-03-22 00:00:00,55,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-04-01 00:00:00,60,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-04-08 00:00:00,65,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-04-15 00:00:00,70,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-04-22 00:00:00,75,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-04-29 00:00:00,80,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-05-06 00:00:00,85,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-05-13 00:00:00,90,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-05-20 00:00:00,95,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-05-28 00:00:00,100,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-06-04 00:00:00,105,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-06-11 00:00:00,110,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-06-18 00:00:00,115,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-06-25 00:00:00,120,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-07-02 00:00:00,125,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-07-10 00:00:00,130,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-07-17 00:00:00,135,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-07-24 00:00:00,140,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-07-31 00:00:00,145,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-08-07 00:00:00,150,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-08-14 00:00:00,155,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-08-21 00:00:00,160,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-08-28 00:00:00,165,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-09-05 00:00:00,170,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-09-12 00:00:00,175,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-09-19 00:00:00,180,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-09-26 00:00:00,185,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-10-03 00:00:00,190,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-10-10 00:00:00,195,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-10-17 00:00:00,200,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-10-24 00:00:00,205,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-10-31 00:00:00,210,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-11-07 00:00:00,215,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-11-14 00:00:00,220,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-11-21 00:00:00,225,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-11-29 00:00:00,230,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-12-06 00:00:00,235,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-12-13 00:00:00,240,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-12-20 00:00:00,245,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2013-12-30 00:00:00,250,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2014-01-07 00:00:00,255,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2014-01-14 00:00:00,260,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2014-01-22 00:00:00,265,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2014-01-29 00:00:00,270,,,False,0,0.35,0.55,0.18,0.7,0.35,0.12,-1000000000.0,True,insufficient_validation_history,,,,,,,,,,,,
2014-02-05 00:00:00,275,2013-01-07 00:00:00,2014-01-06 00:00:00,True,6,0.5,0.7,0.03,0.85,0.15,0.16,6.009337390872581,False,,2.3888740959244013,4.7694051047948856,-0.05325684058983693,0.18825986109662193,0.16666666666666666,6.0,0.0,0.015060788887729755,0.0,0.18,False,6.009337390872581
2014-02-12 00:00:00,280,2013-01-14 00:00:00,2014-01-13 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,6.078853640911908,False,,2.324359616153021,4.796997087467782,-0.054543201507391004,1.038795565191727,0.14682539682539683,0.0,0.0,0.08310364521533817,0.0,0.0,False,6.078853640911908
2014-02-20 00:00:00,285,2013-01-22 00:00:00,2014-01-21 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.766260950393045,True,,2.2087343944391993,4.554785027912652,-0.05454320150739089,1.078768329703435,0.12698412698412698,0.0,0.0,0.0863014663762748,0.0,0.0,True,6.078853640911908
2014-02-27 00:00:00,290,2013-01-29 00:00:00,2014-01-28 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.430408182051231,True,,2.061164236967728,4.319467629963332,-0.05454320150739089,1.0791269860895296,0.10714285714285714,0.0,0.0,0.08633015888716238,0.0,0.0,True,6.078853640911908
2014-03-06 00:00:00,295,2013-02-05 00:00:00,2014-02-04 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.141255220334588,True,,1.9573587076505836,4.088318207911973,-0.054543201507391226,1.0844756705696779,0.0873015873015873,0.0,0.0,0.08675805364557423,0.0,0.0,True,6.078853640911908
2014-03-13 00:00:00,300,2013-02-12 00:00:00,2014-02-11 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.925680598920754,True,,2.212500090503656,4.747091901891811,-0.05454320150739145,1.0561626637043928,0.06746031746031746,0.0,0.0,0.08449301309635143,0.0,0.0,True,6.078853640911908
2014-03-20 00:00:00,305,2013-02-20 00:00:00,2014-02-19 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,6.551139414606479,False,,2.438975186181584,5.247281960326328,-0.05454320150739145,1.0707667479520886,0.06746031746031746,0.0,0.0,0.08566133983616708,0.0,0.0,False,6.551139414606479
2014-03-27 00:00:00,310,2013-02-27 00:00:00,2014-02-26 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,6.5514201178278855,True,,2.4551070986895684,5.22528981352434,-0.05454320150739134,1.0489853960144475,0.06746031746031746,0.0,0.0,0.0839188316811558,0.0,0.0,True,6.551139414606479
2014-04-03 00:00:00,315,2013-03-06 00:00:00,2014-03-05 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,6.0157589613669,True,,2.2713418426507266,4.788443262259237,-0.05454320150739089,1.0792186386402105,0.06746031746031746,0.0,0.0,0.08633749109121684,0.0,0.0,True,6.551139414606479
2014-04-10 00:00:00,320,2013-03-13 00:00:00,2014-03-12 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.473799030630815,True,,2.072648800727125,4.361504351073395,-0.05454320150739078,1.1006656369378205,0.06746031746031746,0.0,0.0,0.08805325095502564,0.0,0.0,True,6.551139414606479
2014-04-17 00:00:00,325,2013-03-20 00:00:00,2014-03-19 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.825467066710771,True,,2.1835812065734865,4.664867327291349,-0.054543201507391004,1.1251000211974298,0.06349206349206349,0.0,0.0,0.09000800169579438,0.0,0.0,True,6.551139414606479
2014-04-25 00:00:00,330,2013-03-27 00:00:00,2014-03-26 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,4.911542870345053,True,,1.8628205928944634,3.926065227746697,-0.05454320150739056,1.1516238093346156,0.04365079365079365,0.0,0.0,0.09212990474676926,0.0,0.0,True,6.551139414606479
2014-05-02 00:00:00,335,2013-04-04 00:00:00,2014-04-02 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.149360770866295,True,,1.922295191865038,4.169802905373622,-0.054543201507391115,1.3597093162205192,0.023809523809523808,0.0,0.0,0.10877674529764153,0.0,0.0,True,6.551139414606479
2014-05-09 00:00:00,340,2013-04-11 00:00:00,2014-04-09 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,4.147952648525104,True,,1.580659984264816,3.38067367598109,-0.054543201507391115,1.7155784565573038,0.003968253968253968,0.0,0.0,0.1372462765245843,0.0,0.0,True,6.551139414606479
2014-05-16 00:00:00,345,2013-04-18 00:00:00,2014-04-16 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.187387312184495,True,,1.9858220803603164,4.185081280689672,-0.054482863633602774,1.456247409094476,0.0,1.0,0.0,0.11649979272755807,0.0,0.03,True,6.551139414606479
2014-05-23 00:00:00,350,2013-04-25 00:00:00,2014-04-24 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,4.616272553893401,True,,1.798245435801746,3.7366054607264907,-0.054482863633602885,1.7657156311192133,0.0,1.0,0.0,0.14125725048953705,0.0,0.03,True,6.551139414606479
2014-06-02 00:00:00,355,2013-05-02 00:00:00,2014-05-01 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,4.277566214137324,True,,1.6866425678719073,3.4527261209436926,-0.054482863633602885,1.7657156311192133,0.0,1.0,0.0,0.14125725048953705,0.0,0.03,True,6.551139414606479
2014-06-09 00:00:00,360,2013-05-09 00:00:00,2014-05-08 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,3.9764467394412537,True,,1.5860561662641155,3.2344992171016256,-0.054482863633602885,2.0901100063020355,0.0,1.0,0.0,0.16720880050416284,0.0,0.03,True,6.551139414606479
2014-06-16 00:00:00,365,2013-05-16 00:00:00,2014-05-15 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,3.7999463381559435,True,,1.5150965445443034,3.0856799379148394,-0.05419287691091834,2.296176959002891,0.0,0.0,0.0,0.18369415672023126,0.0,0.0,True,6.551139414606479
2014-06-23 00:00:00,370,2013-05-23 00:00:00,2014-05-22 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,4.809461442783397,True,,1.7733959747134915,4.029098042517366,-0.04954953128061168,2.3401620742998492,0.0,0.0,0.0,0.18721296594398795,0.0,0.0,True,6.551139414606479
2014-06-30 00:00:00,375,2013-05-31 00:00:00,2014-05-30 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,4.930435978773193,True,,1.7897918382714504,4.2072569826770945,-0.0477175221879661,2.814518070499158,0.0,0.0,0.0,0.22516144563993265,0.0,0.0,True,6.551139414606479
2014-07-08 00:00:00,380,2013-06-07 00:00:00,2014-06-06 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.397657588715901,True,,1.952438224352547,4.580842108947334,-0.04771752218796599,2.7431790349314342,0.0,0.0,0.0,0.21945432279451474,0.0,0.0,True,6.551139414606479
2014-07-15 00:00:00,385,2013-06-14 00:00:00,2014-06-13 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.16,5.44646529008111,True,,1.9989548510073916,4.612636752994963,-0.047717522187966654,2.657487041528148,0.0,1.0,0.0,0.21259896332225187,0.0,0.03,True,6.551139414606479
2014-07-22 00:00:00,390,2013-06-21 00:00:00,2014-06-20 00:00:00,True,1,0.5,0.7,0.03,0.85,0.15,0.12,6.912795604158519,False,,2.5010401436140706,5.797543394158167,-0.04790345030742649,2.453490684776056,0.0,1.0,0.0,0.19627925478208447,0.0,0.03,False,6.912795604158519
2014-07-29 00:00:00,395,2013-06-28 00:00:00,2014-06-27 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.849893255567202,True,,2.471824228411731,5.717935352421944,-0.047903450307426154,2.453490684776056,0.0,0.0,0.0,0.19627925478208447,0.0,0.0,True,6.912795604158519
2014-08-05 00:00:00,400,2013-07-08 00:00:00,2014-07-07 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.375531068324557,True,,2.3283529104416574,5.314303372974701,-0.047717522187966765,2.553306756210768,0.0,0.0,0.0,0.20426454049686144,0.0,0.0,True,6.912795604158519
2014-08-12 00:00:00,405,2013-07-15 00:00:00,2014-07-14 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,5.86254173427462,True,,2.1623116065291077,4.887407261236402,-0.0479034503074266,2.6211960155451184,0.0,0.0,0.0,0.2096956812436095,0.0,0.0,True,6.912795604158519
2014-08-19 00:00:00,410,2013-07-22 00:00:00,2014-07-21 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.61690269058758,True,,2.3928351445236307,5.542560701630282,-0.04791322998843217,2.6247626905034718,0.0,0.0,0.0,0.20998101524027774,0.0,0.0,True,6.912795604158519
2014-08-26 00:00:00,415,2013-07-29 00:00:00,2014-07-28 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.061444230656696,True,,2.2136706165631037,5.073200421977184,-0.04794085150952876,2.634834043601929,0.007936507936507936,0.0,0.0,0.2107867234881543,0.0,0.0,True,6.912795604158519
2014-09-03 00:00:00,420,2013-08-05 00:00:00,2014-08-04 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,5.073878302571165,True,,1.8710191074555484,4.267688480117931,-0.04795816417296195,2.6411448622341034,0.027777777777777776,0.0,0.0,0.21129158897872827,0.0,0.0,True,6.912795604158519
2014-09-10 00:00:00,425,2013-08-12 00:00:00,2014-08-11 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,5.421159345022913,True,,1.979930272519851,4.565264467861506,-0.04794756463593086,2.6372812723267884,0.047619047619047616,0.0,0.0,0.21098250178614308,0.0,0.0,True,6.912795604158519
2014-09-17 00:00:00,430,2013-08-19 00:00:00,2014-08-18 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.547853988691416,True,,2.3656504072300866,5.487801594533182,-0.04784664661124238,2.600471177065207,0.06746031746031746,0.0,0.0,0.20803769416521659,0.0,0.0,True,6.912795604158519
2014-09-24 00:00:00,435,2013-08-26 00:00:00,2014-08-25 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.989731557415151,False,,2.554220900642944,5.799649399008511,-0.04771561830133586,2.552610780432529,0.07936507936507936,0.0,0.0,0.20420886243460232,0.0,0.0,False,6.989731557415151
2014-10-01 00:00:00,440,2013-09-03 00:00:00,2014-09-02 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.421279871048461,True,,2.383744718040085,5.299033502933115,-0.047629589549586404,2.521145616726457,0.0873015873015873,0.0,0.0,0.2016916493381166,0.0,0.0,True,6.989731557415151
2014-10-08 00:00:00,445,2013-09-10 00:00:00,2014-09-09 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,6.093551182001994,True,,2.2742635427949396,5.025767427070769,-0.04761711090367926,2.516578780619529,0.10714285714285714,0.0,0.0,0.20132630244956232,0.0,0.0,True,6.989731557415151
2014-10-15 00:00:00,450,2013-09-17 00:00:00,2014-09-16 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,5.685341305300963,True,,2.12755693749749,4.703154338099331,-0.04773375142719971,2.5592387834498935,0.12698412698412698,0.0,0.0,0.2047391026759915,0.0,0.0,True,6.989731557415151
2014-10-22 00:00:00,455,2013-09-24 00:00:00,2014-09-23 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,5.221025112615742,True,,1.9392191603714006,4.360847432567456,-0.047806732458693824,2.585899922620303,0.14682539682539683,0.0,0.0,0.20687199380962426,0.0,0.0,True,6.989731557415151
2014-10-29 00:00:00,460,2013-10-01 00:00:00,2014-09-30 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,4.739003367201953,True,,1.7652247669963694,3.9799028362290265,-0.04791880537746496,2.626795859720474,0.16666666666666666,0.0,0.0,0.2101436687776379,0.0,0.0,True,6.989731557415151
2014-11-05 00:00:00,465,2013-10-08 00:00:00,2014-10-07 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,5.534715835699643,True,,2.02401883705491,4.646122067702382,-0.047783754306611304,2.57750819396465,0.16666666666666666,0.0,0.0,0.206200655517172,0.0,0.0,True,6.989731557415151
2014-11-12 00:00:00,470,2013-10-15 00:00:00,2014-10-14 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.5819395806509333,True,,1.2321306898213318,1.992337066276043,-0.06357884034717076,3.0507595273904125,0.16666666666666666,0.0,0.0,0.244060762191233,0.0,0.0,True,6.989731557415151
2014-11-19 00:00:00,475,2013-10-22 00:00:00,2014-10-21 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.8700690929017534,True,,1.3589383720424772,2.21938182295899,-0.06357884034717043,3.3046842188489443,0.16666666666666666,0.0,0.0,0.26437473750791557,0.0,0.0,True,6.989731557415151
2014-11-26 00:00:00,480,2013-10-29 00:00:00,2014-10-28 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.7973881422357425,True,,1.3382257138116547,2.2190280959382958,-0.0635788403471702,3.950750604081858,0.16666666666666666,0.0,0.0,0.31606004832654866,0.0,0.0,True,6.989731557415151
2014-12-04 00:00:00,485,2013-11-05 00:00:00,2014-11-04 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,3.055283767975113,True,,1.4409595459207365,2.436994204361337,-0.06357884034717054,4.190889267933664,0.16666666666666666,0.0,0.0,0.3352711414346931,0.0,0.0,True,6.989731557415151
2014-12-11 00:00:00,490,2013-11-12 00:00:00,2014-11-11 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,3.2013309009593653,True,,1.5176550297058058,2.5247245644694027,-0.06357884034717076,4.201297254024535,0.16666666666666666,0.0,0.0,0.3361037803219628,0.0,0.0,True,6.989731557415151
2014-12-18 00:00:00,495,2013-11-19 00:00:00,2014-11-18 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,3.556714747297427,True,,1.6660570743800516,2.797307609854971,-0.06357884034717098,4.33985518708252,0.1746031746031746,0.0,0.0,0.34718841496660163,0.0,0.0,True,6.989731557415151
2014-12-26 00:00:00,500,2013-11-26 00:00:00,2014-11-25 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,3.4054893390737475,True,,1.6063180480878256,2.6846489964628883,-0.06357884034717087,4.3568488273048604,0.19444444444444445,0.0,0.0,0.34854790618438886,0.0,0.0,True,6.989731557415151
2015-01-05 00:00:00,505,2013-12-04 00:00:00,2014-12-03 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,3.2359644900604274,True,,1.5354134776382407,2.560587727993469,-0.06357884034717076,4.3489896246573565,0.21428571428571427,0.0,0.0,0.34791916997258854,0.0,0.0,True,6.989731557415151
2015-01-12 00:00:00,510,2013-12-11 00:00:00,2014-12-10 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.8375743773506454,True,,1.371172709644358,2.265594072162194,-0.0635788403471712,4.3259198752933505,0.23412698412698413,0.0,0.0,0.34607359002346805,0.0,0.0,True,6.989731557415151
2015-01-20 00:00:00,515,2013-12-18 00:00:00,2014-12-17 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.959049259554307,True,,1.3931477734600621,2.3898251707760045,-0.0635788403471711,4.324483131581979,0.25396825396825395,0.0,0.0,0.34595865052655833,0.0,0.0,True,6.989731557415151
2015-01-27 00:00:00,520,2013-12-26 00:00:00,2014-12-24 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.658800537403719,True,,1.2747434788464655,2.1629687293631155,-0.06357884034717098,4.328974061665486,0.27380952380952384,0.0,0.0,0.3463179249332389,0.0,0.0,True,6.989731557415151
2015-02-03 00:00:00,525,2014-01-03 00:00:00,2015-01-02 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,1.9949042772191188,True,,1.0032890190588668,1.6707369655456892,-0.06357884034717065,4.312178928453747,0.29365079365079366,0.0,0.0,0.34497431427629976,0.0,0.0,True,6.989731557415151
2015-02-10 00:00:00,530,2014-01-10 00:00:00,2015-01-09 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.3348522099475555,True,,1.1334655648533574,1.9357385523406299,-0.06357884034717054,4.340052459728823,0.3134920634920635,0.0,0.0,0.34720419677830583,0.0,0.0,True,6.989731557415151
2015-02-18 00:00:00,535,2014-01-17 00:00:00,2015-01-16 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,1.8131197255565212,True,,0.9319990733904555,1.5504038989961504,-0.06357884034717087,4.490030837885681,0.3333333333333333,0.0,0.0,0.35920246703085446,0.0,0.0,True,6.989731557415151
2015-02-25 00:00:00,540,2014-01-27 00:00:00,2015-01-26 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.2326023073327548,True,,1.0946462944043558,1.8673350962005393,-0.06357884034717043,4.448900800400409,0.3531746031746032,0.0,0.0,0.35591206403203274,0.0,0.0,True,6.989731557415151
2015-03-04 00:00:00,545,2014-02-03 00:00:00,2015-02-02 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.6812561075496055,True,,1.2935709540134455,2.180896363774356,-0.06357884034717087,4.462899218541561,0.36904761904761907,0.0,0.0,0.3570319374833249,0.0,0.0,True,6.989731557415151
2015-03-11 00:00:00,550,2014-02-10 00:00:00,2015-02-09 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.1252668269055954,True,,1.090856185349931,1.789892179356507,-0.06357884034717043,4.968788774119265,0.3888888888888889,0.0,0.0,0.3975031019295412,0.0,0.0,True,6.989731557415151
2015-03-18 00:00:00,555,2014-02-18 00:00:00,2015-02-17 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.4134390387407767,True,,1.2112429430181755,2.0131085138994314,-0.06357884034717076,5.1036339424618005,0.40476190476190477,0.0,0.0,0.40829071539694406,0.0,0.0,True,6.989731557415151
2015-03-25 00:00:00,560,2014-02-25 00:00:00,2015-02-24 00:00:00,True,0,0.5,0.7,0.03,0.85,0.15,0.12,2.489145193946711,True,,1.2418453614648937,2.0716301085004485,-0.06357884034717087,5.1250531789817675,0.40476190476190477,0.0,0.0,0.41000425431854143,0.0,0.0,True,6.989731557415151
